userId,Date,Amount
b56d-cc440e1bc333,5/16/2023,10
82ed-a76fefc010a9,5/16/2023,10
9238-997a16fe8ae2,5/16/2023,10
b1a9-59893de97a89,5/16/2023,865
8d6c-13514df8bd3b,5/16/2023,10
b0bb-ef9c8a872c39,5/16/2023,10
8a76-ce14f6ac55bc,5/16/2023,10
9e09-96039948761e,5/16/2023,10
9be2-ea17460bc583,5/16/2023,10
b22b-3892690bd36b,5/16/2023,10
9cfb-fa7be7f52cb0,5/16/2023,10
b192-53ad6d75cde1,5/16/2023,10
bb9e-b90f11a9f04c,5/16/2023,10
8025-6ed1f6c79498,5/16/2023,10
b35f-ab75dde2b511,5/16/2023,10
bbfd-77916c4bf661,5/16/2023,10
a895-43f4532327ca,5/16/2023,10
a751-051f40a72146,5/16/2023,10
9b47-04e67ce878e4,5/16/2023,10
865c-465cb41e1d32,5/16/2023,10
8b70-6be8363f1ca3,5/16/2023,10
bdb6-93d1e4a5c0ae,5/16/2023,10
af41-57a94c04b419,5/16/2023,10
902e-9ab2d00b9fd3,5/16/2023,10
b447-67b0f2474aa0,5/16/2023,10
8e43-f00ead2000fc,5/16/2023,10
b6c7-4cc534166061,5/16/2023,10
abd4-9bb00ddb5577,5/16/2023,10
a292-a1ba92e315ae,5/16/2023,10
b3bc-827c40737e17,5/16/2023,10
b45f-880260d9c007,5/16/2023,10
8d5f-705eba9ce2a3,5/16/2023,10
934c-bae6c4401164,5/16/2023,10
a038-ddc7fd41df61,5/16/2023,10
843c-0ad783204665,5/16/2023,10
8eb3-a7e2a8251fe5,5/16/2023,20
bdb6-93d1e4a5c0ae,5/16/2023,10
b2fd-b132c2757993,5/16/2023,10
9fdc-38ff5b7d6f1e,5/16/2023,10
a739-6bc406ef364d,5/16/2023,10
938a-a6e21b141d05,5/16/2023,10
94ae-989d62feb22b,5/16/2023,10
843c-0ad783204665,5/16/2023,5
b8df-d108409f23a7,5/16/2023,50
8ea9-a27ddfe30e76,5/16/2023,10
b332-a33f910412a8,5/16/2023,10
9195-1ed0d3b3c0d4,5/16/2023,10
a79a-38a3355b3313,5/16/2023,10
a3b8-b669a208e9cc,5/16/2023,10
8b11-41bbafd01fba,5/16/2023,10
add5-613997ed8d47,5/16/2023,10
930f-cb8c443a4369,5/16/2023,10
878a-4057bfcaa047,5/16/2023,10
8c8e-1971fc048dee,5/16/2023,10
8207-3ba39f7eb9dc,5/16/2023,10
ba7c-d7227ceed514,5/16/2023,10
8010-c6d0d05efab4,5/16/2023,15
ad77-b01e274df9c4,5/16/2023,10
99f1-aad9d532dea1,5/16/2023,30
b725-f866ebbb8a03,5/16/2023,10
a589-10e976bb44fe,5/16/2023,10
8eb3-a7e2a8251fe5,5/16/2023,10
bc07-bc998a5a7827,5/16/2023,10
b0b2-6bb7375ecbec,5/16/2023,10
b8df-d108409f23a7,5/16/2023,50
b08c-7eb13170799d,5/16/2023,10
99f1-aad9d532dea1,5/16/2023,1
9cdc-69dab77ef2c6,5/16/2023,10
9520-24de24d8d825,5/16/2023,10
865c-d466a19011ba,5/16/2023,10
a4ed-0a46cff5c82c,5/16/2023,10
be0b-d67b592ac7d2,5/16/2023,1
8b35-81afe9a41ae0,5/16/2023,10
9a31-7272cd66bac3,5/16/2023,5
951b-c8bd457cce61,5/16/2023,10
bf5a-da4a0114cfc4,5/16/2023,10
8115-dbcbc4e84e28,5/16/2023,10
b700-c5285c65d8d1,5/16/2023,10
a2d1-22c31204929c,5/16/2023,10
8278-4e9ed9262bdb,5/16/2023,10
99f1-aad9d532dea1,5/16/2023,20
8cf5-81faa5a06238,5/16/2023,10
8993-b17274660f68,5/16/2023,10
9c52-73c9f5407916,5/16/2023,10
ad3a-d092477a5373,5/16/2023,10
ba58-90e660d296e2,5/16/2023,10
91a3-1dda82894afc,5/16/2023,10
8070-89b3bde4dd9e,5/16/2023,10
a96e-7e37161c1cf1,5/16/2023,10
a1be-4f610f5c191c,5/16/2023,10
a614-d396b3939ff9,5/16/2023,10
9260-b8a955ae3da4,5/16/2023,10
bb12-f43255e22968,5/16/2023,10
a739-6bc406ef364d,5/16/2023,0.5
8990-fd4403749a8c,5/16/2023,10
87f0-5873454494fc,5/16/2023,10
9ffb-24b7dad541f2,5/16/2023,500
9679-8762b3d607d6,5/16/2023,10
9ade-4ae7f2597692,5/16/2023,10
a4e1-0feebecd18bf,5/16/2023,10
a04d-fb2d38fb8bce,5/16/2023,10
bbcc-15b1158e4b9f,5/16/2023,10
8044-745807a4d2c7,5/16/2023,10
93dc-7f16b23b739a,5/16/2023,10
b8df-d108409f23a7,5/16/2023,50
a4c1-e3861634cf45,5/16/2023,10
b957-ceefd2b56d77,5/16/2023,10
82a2-892d9b8c1dd2,5/16/2023,100
851a-5fc4ff15fb37,5/16/2023,10
8242-caff6e4735b9,5/16/2023,10
accf-cc06aeece90d,5/16/2023,10
9e49-80424af54533,5/16/2023,10
92f6-672de2822ce4,5/16/2023,10
812e-ef53cd07bd1d,5/16/2023,10
a329-e1c56aa140ed,5/16/2023,10
a4a5-6e0614ac952a,5/16/2023,10
9091-b8c2e2a629f2,5/16/2023,10
abdf-22ce42ec5175,5/16/2023,1000
b717-1a54bbe0d9a6,5/16/2023,30
bea9-99c48965a0ed,5/16/2023,10
9124-825e6d19c92f,5/16/2023,10
abfb-d08bdfcc16ba,5/16/2023,50
b717-1a54bbe0d9a6,5/16/2023,30
9500-93e97f93ff9f,5/16/2023,10
8d2d-b563bdf7d94e,5/16/2023,60
806f-7165546b3171,5/16/2023,10
be0b-d67b592ac7d2,5/16/2023,1
a82a-5c0944cec45a,5/16/2023,10
8605-c0efb7f8b430,5/16/2023,10
8d2d-b563bdf7d94e,5/16/2023,60
a3a6-8c3acd9c9f81,5/16/2023,5
b194-33580e26f4d3,5/16/2023,10
9298-9aa875ac10dc,5/16/2023,10
9cef-93a4e19c5f2a,5/16/2023,10
8070-89b3bde4dd9e,5/16/2023,5
8be6-7a89c8d1116d,5/16/2023,10
815a-25d068a2d5dc,5/16/2023,10
aabc-6e276bf103b5,5/16/2023,10
8eb3-a7e2a8251fe5,5/16/2023,20
aedc-cc1904224516,5/16/2023,20
8932-7c8d33735d15,5/16/2023,10
8948-d192ae7f3828,5/16/2023,10
a1ec-044f600dfa89,5/16/2023,10
b0ef-0d7ddf3e04a8,5/16/2023,2
88c1-4c405c4b215e,5/16/2023,10
abfb-d08bdfcc16ba,5/16/2023,7
8d0c-6e167bd43515,5/16/2023,40.5
9fb4-6956fc13a96f,6/1/2023,20
b244-3e24cafb35a9,5/16/2023,90
8c6e-5f1543f3d221,5/16/2023,10
b714-cdb0d7281016,5/16/2023,10
825d-867c54c46733,5/18/2023,51
84b2-fa2c310e0f64,6/2/2023,50
8ab9-058f84aa952d,6/2/2023,30
bde0-168de26c0b23,6/3/2023,12
bc59-b5bbb5200290,6/2/2023,10
90f1-5004e630300f,6/3/2023,17
a5a9-2ab8658cdca0,5/18/2023,42
8ab9-058f84aa952d,6/1/2023,13
9c40-c22e08b1b7bd,6/2/2023,100
84b2-fa2c310e0f64,6/2/2023,1
8528-ccd431db14b4,6/2/2023,20
b9a0-8fbbfeb967fe,6/2/2023,10
87bf-96b87d6ab3c2,6/2/2023,5
9c40-c22e08b1b7bd,6/2/2023,100
9c40-c22e08b1b7bd,6/2/2023,10
b686-8c4f77c68af9,6/3/2023,10
9e72-202ddb54dc01,6/3/2023,280
8975-cbe9dac97adc,5/18/2023,10
bfde-b584998472a0,5/18/2023,60
ab6e-03d0ca4a3376,6/1/2023,5
9521-ad8d0ec4434b,6/2/2023,150
b594-747ef39626da,6/1/2023,10
a6ef-1844952cdb6d,6/1/2023,10
a934-deffc76d8356,6/1/2023,20
8ab9-058f84aa952d,6/1/2023,15
b4fc-3fe1384a19b1,6/1/2023,10
a6ef-1844952cdb6d,6/1/2023,10
92db-f4a8bd1142a6,6/1/2023,5
90bd-5b6de199cfc4,6/1/2023,120
bd45-b211cf14f080,5/18/2023,0.9
bd45-b211cf14f080,5/18/2023,0.9
9a44-f1e568878b28,5/18/2023,5
8519-8c28a8583640,5/18/2023,220
9171-40ab6f4d77af,5/18/2023,3
9986-3883145e5782,5/18/2023,10
9986-3883145e5782,5/18/2023,10
88fe-eb80ee1b6788,5/18/2023,10
9837-39938c467b73,5/18/2023,5
a929-a9d3b7ba78cb,5/18/2023,50
accf-5b08f7d56afd,5/18/2023,2
a929-a9d3b7ba78cb,5/18/2023,900
a929-a9d3b7ba78cb,5/18/2023,50
a6ef-1844952cdb6d,6/1/2023,20
aeed-cd535763cdb9,6/1/2023,10
b594-747ef39626da,6/1/2023,5
87bf-96b87d6ab3c2,6/2/2023,20
a2a6-c63bdc9b896e,6/2/2023,20
9619-122389f11e48,6/3/2023,2000
88d9-ec2d57676d81,6/3/2023,28
8d85-595e7051a785,5/18/2023,10
8010-c6d0d05efab4,5/18/2023,30
8010-c6d0d05efab4,5/18/2023,30
8bea-5d29c3c5b2ad,5/18/2023,2
9d2f-7ee1e0996299,5/18/2023,5
b94a-a2833bf41bd4,5/18/2023,5
bbef-6e9b74311dd7,5/18/2023,50
b352-6693310d3a58,5/18/2023,10
9566-28ed3b17784e,5/18/2023,10
b137-a802cc30282c,5/18/2023,5
82d7-5c1bc4595045,5/18/2023,10
9308-02bac83ad229,5/18/2023,15
8d42-68a94a6e7012,5/18/2023,100
9308-02bac83ad229,5/18/2023,50
90bd-5b6de199cfc4,5/18/2023,100
8571-f459aea9806b,5/18/2023,1
a380-90c4772d7ece,5/18/2023,50
bf03-11114dffbef6,5/18/2023,40
a380-90c4772d7ece,5/18/2023,50
9171-40ab6f4d77af,5/18/2023,10
8d13-950571a29735,5/18/2023,40
ae37-3621f23d3873,5/18/2023,60
ae37-3621f23d3873,5/18/2023,60
ae37-3621f23d3873,5/18/2023,60
a127-94a29cffbd7f,5/18/2023,10
a03e-10fb92d65701,6/1/2023,10
a6a3-b8e453b9c2f0,5/18/2023,20
9986-3883145e5782,5/18/2023,20
a6a3-b8e453b9c2f0,5/18/2023,20
a6a3-b8e453b9c2f0,5/18/2023,20
9bc5-075ad016d65b,5/18/2023,200
9ff7-53b314f18b42,6/2/2023,10
87bf-96b87d6ab3c2,6/2/2023,10
b5d2-fcc3333775bb,6/3/2023,34
82d0-20d2e55b5a9e,6/3/2023,100
9c61-dfd22db80430,6/3/2023,10
8d42-68a94a6e7012,6/3/2023,870
964c-19b753879072,5/18/2023,20
964c-19b753879072,5/18/2023,10
964c-19b753879072,5/18/2023,5
8367-37d0f8ca19e6,5/18/2023,30
8367-37d0f8ca19e6,5/18/2023,10
8cda-d4cf94800211,5/18/2023,10
b472-4479badc811c,6/2/2023,5
a2a6-c63bdc9b896e,6/2/2023,20
a619-1d12f23f7994,6/2/2023,150
9619-122389f11e48,6/3/2023,4000
aaf6-abf4acf56f15,5/18/2023,5
964c-19b753879072,5/18/2023,5
8cda-d4cf94800211,5/18/2023,5
8c09-88ed81cb406f,5/18/2023,10
a0ac-49e4906dffe5,5/18/2023,2
8d7e-44bc056e36ef,5/18/2023,10
8d7e-44bc056e36ef,5/18/2023,10
8d7e-44bc056e36ef,5/18/2023,1
9a76-e66f12612207,5/18/2023,10
bc47-d123fb52e5d5,5/18/2023,10
b3c2-94bd67980fb2,5/18/2023,10
bc47-d123fb52e5d5,5/18/2023,5
9171-40ab6f4d77af,5/18/2023,10
80b3-021f56f974de,5/18/2023,10
a6f1-e55c8dd36445,5/18/2023,50
b1a9-59893de97a89,5/18/2023,120
99b3-74307579e6da,5/18/2023,30
a897-42cfcaf591c4,5/18/2023,10
8d9b-ed2378bb4727,5/18/2023,10
b28c-e10150336095,5/18/2023,10
bdb7-8e72a740f528,5/18/2023,290
ab34-941db293e084,5/18/2023,10
a4a7-6fd0033a4264,5/18/2023,20
9192-a1d0b81cbdbd,5/18/2023,50
97a9-dfcc13035a1a,5/18/2023,10
890f-d3f8071063f9,5/18/2023,10
8c69-24e62ed55d7d,5/18/2023,10
b9c8-41011d3c8080,5/18/2023,10
ac5e-a3fda2b2711f,5/18/2023,10
8df5-602fe5b4c84a,5/18/2023,10
9fcd-f1a3cf5906c0,5/18/2023,10
b38a-1d9cf346182a,5/18/2023,10
b38a-1d9cf346182a,5/18/2023,20
a10e-d52ef122a328,5/18/2023,46
ac52-8ba052166ba0,5/18/2023,10
b043-aa363291dd68,5/18/2023,10
8d13-950571a29735,5/18/2023,1
a8de-4e54e28e752f,5/18/2023,10
9e8b-8ebbdc9b3e40,5/18/2023,10
8d13-950571a29735,5/18/2023,1
8d13-950571a29735,5/18/2023,10
8d13-950571a29735,5/18/2023,10
8f0f-b36505cdbf08,5/18/2023,30
8d13-950571a29735,5/18/2023,10
8f0f-b36505cdbf08,5/18/2023,33
b472-4479badc811c,5/18/2023,10
b979-a49071695732,5/18/2023,50
aa9d-4ce4971710a0,5/18/2023,20
aa9d-4ce4971710a0,5/18/2023,20
aa9d-4ce4971710a0,5/18/2023,20
9604-0b93e5b72938,5/18/2023,10
b522-620d29cbe32c,5/18/2023,10
aa9d-4ce4971710a0,5/18/2023,10
aa9d-4ce4971710a0,5/18/2023,10
b696-699587ff219a,5/18/2023,10
9bed-659fb086f7c3,5/18/2023,10
a305-d2ea4dd647ed,5/18/2023,10
aa9d-4ce4971710a0,5/18/2023,10
b1a1-e14713cb2ff0,5/18/2023,100
8d4c-9304422c9428,5/18/2023,10
b1a1-e14713cb2ff0,5/18/2023,100
bcb1-c448b22ba3cc,5/18/2023,10
bfed-a1398e4c2f84,5/18/2023,10
9ca8-d3210535ea25,5/18/2023,10
a832-d7abe8057ca9,5/18/2023,10
9b37-90a705fed999,5/18/2023,10
8d02-b24ae85ae842,5/18/2023,10
9dc5-5414aa0819c5,6/1/2023,80
9f98-155537fe93e1,5/18/2023,2
8626-c9b634ce83cb,5/18/2023,10
be0b-d67b592ac7d2,5/18/2023,10
be74-2839536385b6,5/18/2023,10
ab23-a8d36aec7576,5/18/2023,10
97d6-9929fc25f9d3,5/18/2023,10
824d-60a42dcfbba4,5/18/2023,10
8c79-145e8bf086f4,5/18/2023,10
92db-f4a8bd1142a6,6/1/2023,10
b323-7086568c183f,6/1/2023,10
ad98-90acbe302d73,5/18/2023,10
ba94-62586280b122,5/18/2023,10
8491-409eee23c34c,5/18/2023,10
bae0-8b122e980483,5/18/2023,200
be55-314e02b05c6f,5/18/2023,5
a510-3dfa7cd98819,5/18/2023,10
9309-8f50d17533db,5/18/2023,10
b2fe-bff51d18962b,5/18/2023,10
a03e-10fb92d65701,5/18/2023,10
98db-39883c342748,5/18/2023,10
b523-5ef9b752f0f2,5/18/2023,10
b5ff-7a88f572f18a,5/18/2023,10
a517-768eda217c4b,5/18/2023,5
9a6e-b7cc1d3daed8,5/18/2023,10
a517-768eda217c4b,5/18/2023,10
8104-99c9a79d4810,5/18/2023,10
b407-f8149d563ce7,5/18/2023,10
9d46-c3855c4804b4,5/18/2023,10
bd05-1e884d6b389e,5/18/2023,10
9874-7548aa721928,5/18/2023,10
be4a-8e0aceb74406,5/18/2023,10
8b35-90f9194c6d8f,5/18/2023,10
8a63-ed83186ac44b,6/3/2023,200
ad92-8f033b6d2a83,5/18/2023,10
afe7-f9c7c4731d05,5/18/2023,10
950e-59901a6752cb,5/18/2023,10
b560-f86101947793,5/18/2023,10
bb4f-7237667f9cdc,5/18/2023,10
a9d0-5a99cf5b6659,5/18/2023,10
ab3f-2e4817b703d1,5/18/2023,10
8c0c-097e35841bc8,5/18/2023,10
b7eb-3d58ce8588c8,5/18/2023,10
b898-1424f9dd3d90,5/18/2023,10
8ed0-cb022acd8755,6/2/2023,5
9fa5-0167d26272d7,5/18/2023,10
b126-9204cb7fc3cc,5/18/2023,10
834c-5efb5828462c,5/18/2023,10
b690-72d221e3d39d,5/18/2023,10
9d8e-24c823950176,5/18/2023,10
ba8b-fa2b1343c7d2,5/18/2023,10
ba65-d6b8f49ebd22,5/18/2023,10
a114-d004e483179d,5/18/2023,10
a4e5-5a6d64257b4a,5/18/2023,10
9263-f4edd4ee4d80,5/18/2023,10
b9a5-f1ea228a13a9,5/18/2023,10
a183-6fcf0f0d9444,5/18/2023,10
a768-b6cb0b944db4,5/18/2023,10
9047-8797b6e54c83,6/2/2023,5
af5f-66e48ae25c25,6/2/2023,6
af5f-66e48ae25c25,6/2/2023,20
b6d6-a076d72ff575,7/6/2023,15
bd20-4904a45b8574,5/18/2023,10
bd0a-542a04dde568,5/18/2023,10
8cb8-c693df6bbeef,5/18/2023,10
86da-8c3d2db22768,5/18/2023,10
92db-f4a8bd1142a6,6/1/2023,2
a81b-435d01de461c,6/2/2023,50
ab0a-e1e24e2e2a7c,6/2/2023,10
82d0-20d2e55b5a9e,6/3/2023,50
8937-2b69c142762a,6/2/2023,100
978b-c4bb1328c1ae,6/2/2023,10
9f46-156a4598bc3c,6/3/2023,3
b594-747ef39626da,6/3/2023,5
80cd-9af1d98c8843,5/18/2023,10
9698-20202d411609,6/2/2023,10
89ee-91742135a100,6/3/2023,10
89ee-91742135a100,6/3/2023,10
ae29-c7c3415b0ee4,6/3/2023,20
89ee-91742135a100,6/3/2023,20
81dc-4c8ca34b838a,6/3/2023,10
aa08-bb363115cfbf,6/3/2023,20
a25c-19eb795ea9a7,6/3/2023,10
81dc-4c8ca34b838a,6/3/2023,10
9d67-29bf687d0845,6/1/2023,100
a703-06bc3818bb56,5/18/2023,10
abc9-c390fbf2c824,6/1/2023,1
abc9-c390fbf2c824,6/1/2023,1
abc9-c390fbf2c824,6/1/2023,5
a2ca-5a968ecf5f3e,6/1/2023,5
a92c-0080e94f40c2,6/1/2023,10
9c18-7eb3071e266e,6/1/2023,10
957a-338b8d3dd0d2,6/1/2023,5
b316-7371b6ea6f35,6/1/2023,300
9545-d950a4909e68,6/1/2023,1795
a0cc-91eeec29954b,6/1/2023,10
a9f4-e96a715fa685,6/1/2023,10
a9f4-e96a715fa685,6/1/2023,10
b907-3afd2df51701,5/18/2023,10
8a98-92d1b779be25,5/18/2023,10
90c1-bb26c60ee6cb,5/18/2023,10
9c18-7eb3071e266e,6/1/2023,10
abc9-c390fbf2c824,6/1/2023,1
abc9-c390fbf2c824,6/1/2023,1
8206-843103ce4af6,6/1/2023,2.5
9c18-7eb3071e266e,6/1/2023,10
b316-7371b6ea6f35,6/1/2023,100
9527-86e689d1408d,6/1/2023,68
a780-d37a1991e945,6/1/2023,7.96
bab7-0d342b8ab59d,6/3/2023,100
9b79-dd958563768e,5/18/2023,10
bff8-3aaa3f815faa,5/18/2023,10
8417-7de18c24e3ad,6/1/2023,10
b316-7371b6ea6f35,6/1/2023,100
bc0e-ae55f8a3c4c7,6/1/2023,7.96
a4f5-8499283243ee,6/1/2023,10
981e-918bda5d7828,6/1/2023,450
a904-9ac1b9089735,6/1/2023,25
803b-391fd1a239e7,6/1/2023,38
981e-918bda5d7828,6/1/2023,450
af59-8bcf8afb2f53,5/18/2023,10
b71c-2597dd2e56d8,5/18/2023,10
9b66-4390153da473,5/18/2023,10
a034-02a6717875e1,5/18/2023,10
9c18-7eb3071e266e,6/1/2023,2
a776-e50bddbc0d1f,6/1/2023,100
8996-6807c0e1aa32,5/18/2023,10
bc2e-c5230c3c54f8,5/18/2023,10
8f72-00521b16b2b3,5/18/2023,10
8417-7de18c24e3ad,6/1/2023,900
8399-810bd832b405,6/1/2023,10
b594-747ef39626da,6/1/2023,10
9263-f4edd4ee4d80,5/18/2023,10
823b-0683d20f991d,5/18/2023,10
a685-b8d36446d77c,5/18/2023,10
8de0-850eee7ff8c6,5/18/2023,10
aa27-eaf8cf830eeb,5/18/2023,10
978b-c4bb1328c1ae,6/2/2023,10
ae4f-ddc5a839ca0e,6/1/2023,10
bc43-26c513b689c1,5/18/2023,10
97a9-53ad6be03170,5/18/2023,10
b4da-43b4c35bd0f4,5/18/2023,10
a776-e50bddbc0d1f,6/1/2023,100
b594-747ef39626da,6/1/2023,10
803b-391fd1a239e7,6/1/2023,17
a66b-463da477c2db,6/2/2023,15
9016-4e938f98b951,6/2/2023,35
9d94-edad430317f7,6/2/2023,101
af5f-66e48ae25c25,6/2/2023,50
b848-3e62cfe43468,5/18/2023,10
9e87-d61387597937,5/18/2023,10
a130-9105f5713220,5/18/2023,10
a8de-f3ec2c9b5704,5/18/2023,10
9eb2-75f52bc6675a,5/18/2023,10
87b3-2b8ef576e3d2,5/18/2023,10
b119-5ae2e1391732,5/18/2023,10
abac-c5ba64a62eb9,5/18/2023,10
a467-3cf2ca2f5a41,5/18/2023,10
9084-50303cc6d0e2,5/18/2023,10
8d75-c483eb2aa29d,5/18/2023,10
b53b-b00bb36aeb62,5/18/2023,10
92ab-8db784b90a70,5/18/2023,10
b8ec-4a213ffabe76,5/18/2023,10
9c18-7eb3071e266e,6/1/2023,10
a2ca-5a968ecf5f3e,6/1/2023,1
8417-7de18c24e3ad,6/1/2023,450
803b-391fd1a239e7,6/1/2023,21
aa08-bb363115cfbf,6/3/2023,10
9a49-90a209c0fba5,5/18/2023,10
b594-747ef39626da,6/1/2023,10
8417-7de18c24e3ad,6/1/2023,450
981e-918bda5d7828,6/1/2023,400
803b-391fd1a239e7,7/6/2023,90
b9b8-704dec812084,7/6/2023,50
8edb-e9b18714b483,6/2/2023,10
b4c7-53cf396df7a6,6/2/2023,60
b9d3-f02679ab825e,5/18/2023,10
98fe-cbd63c6a1ab7,6/1/2023,10
981e-918bda5d7828,6/1/2023,500
bea7-9edee3b5345c,6/1/2023,40
9a83-6d4d8731d4b5,6/1/2023,10
b594-747ef39626da,6/1/2023,12
b771-ab0348bcce99,6/1/2023,1
8ea3-2fade4e54fdd,6/1/2023,10
9a7c-c6801a613b85,6/1/2023,10
9f0a-5dc195f7fb91,6/1/2023,400
8206-843103ce4af6,6/1/2023,2.5
a469-c7a5d6e880ad,5/18/2023,10
a2ca-5a968ecf5f3e,6/1/2023,0.5
bf91-449f3871b5f1,6/1/2023,10
8ea3-2fade4e54fdd,6/1/2023,10
8117-ace2cb2765dc,6/1/2023,20
b9d1-939116c10bac,6/2/2023,119
a529-581a60eeff37,6/2/2023,12
8453-36c3edf93124,6/2/2023,5
af5f-66e48ae25c25,6/2/2023,50
8edb-e9b18714b483,6/2/2023,5
aa08-bb363115cfbf,6/3/2023,10
b4a6-0b0396343561,5/18/2023,10
a2ca-5a968ecf5f3e,6/1/2023,5
ae29-c7c3415b0ee4,6/1/2023,10
9d94-edad430317f7,6/2/2023,101
a99b-62b8e88b5708,6/2/2023,3
a60f-4e846c215cb6,6/3/2023,10
8d42-68a94a6e7012,6/3/2023,70
89c6-6478f8b359f8,6/3/2023,5
b6f1-bd9c26946131,6/3/2023,10
909e-d2bd2c0ca4ed,6/3/2023,20
bae0-8b122e980483,5/18/2023,120
8ab6-14ec7702a624,5/18/2023,10
84bb-690b2e60137d,5/18/2023,10
a5d5-217068e4c099,5/18/2023,10
a0cc-91eeec29954b,6/1/2023,5
811f-27df32af80b2,5/18/2023,10
be98-5f7f19a8385e,6/1/2023,10
a156-030c64a066ec,6/1/2023,10
adab-44850c69e90d,6/1/2023,100
9c72-a4bd4301acf3,6/1/2023,20
a619-1d12f23f7994,6/1/2023,25
9e9b-ac76bea57cd3,5/18/2023,10
b5f3-64ea898cc56c,5/18/2023,10
b9a5-7082f9407fd5,6/1/2023,10
be98-5f7f19a8385e,6/1/2023,10
82ef-25bc6dfa7d17,6/1/2023,9
be3a-0c318c41918d,6/1/2023,2
8453-36c3edf93124,6/2/2023,5
b594-747ef39626da,6/2/2023,10
98fe-cbd63c6a1ab7,6/2/2023,10
9cae-f355af81bc89,6/2/2023,20
bea2-6d98b07d51f7,5/18/2023,10
a7e2-eb65a787e7d3,5/18/2023,10
a870-d996193723f4,5/18/2023,10
a0cc-91eeec29954b,6/1/2023,10
ae29-c7c3415b0ee4,6/1/2023,50
a444-f52a6dbeb399,6/1/2023,50
82ef-25bc6dfa7d17,6/1/2023,39
90bd-5b6de199cfc4,6/1/2023,25
b6eb-e15aa1768960,6/1/2023,25
b69c-3c792e88ae3a,6/1/2023,10
a0cc-91eeec29954b,6/1/2023,10
afea-c5dd1b1e4b2f,6/1/2023,50
9efd-3deb31f7efd7,6/1/2023,10
8c0b-471c1aec6bc4,6/2/2023,1
915f-66debc47e6dd,6/2/2023,10
bdff-fb962daacedc,5/18/2023,10
8aa4-06d2cb82b57a,5/18/2023,10
9db7-28c60787f444,5/18/2023,10
ae11-f8c8283cf67a,5/18/2023,10
8bfe-c3e6c4456d6d,5/18/2023,10
99e2-abf0b21db115,5/18/2023,10
b7ee-b621d8b7a471,5/18/2023,10
b14c-2f9525e9c4d0,5/18/2023,10
9529-1cd91b098558,5/18/2023,10
918e-6d1762cad797,5/18/2023,10
a301-e3f978b91824,5/18/2023,10
a8e3-261e0ba69881,5/18/2023,10
83f3-1ecc72c91e9d,5/18/2023,10
8330-c86a411f3904,5/18/2023,10
a0cc-91eeec29954b,6/1/2023,5
ae29-c7c3415b0ee4,6/1/2023,50
ae29-c7c3415b0ee4,6/1/2023,50
9b1b-86d72648f2c0,5/18/2023,10
b69c-3c792e88ae3a,6/1/2023,20
afea-c5dd1b1e4b2f,6/1/2023,50
ba39-d8d4cd6da6d2,5/18/2023,10
9a81-1058b7559b8c,5/18/2023,10
b9f3-0a7199651380,5/18/2023,10
a7e1-2c5ff440c2c5,5/18/2023,10
a58c-fcc0223a3752,5/18/2023,10
b706-0a292267e7c7,5/18/2023,70
ae29-c7c3415b0ee4,6/1/2023,20
ba0f-93a727f7b545,6/1/2023,10
855c-0255e66fe7b0,6/1/2023,1
850f-7214ece626ce,6/2/2023,60
b323-7086568c183f,6/3/2023,10
b8f5-b1f3842874aa,5/18/2023,10
9c4e-ec9c65daa302,5/18/2023,99
9c38-aa5eb587a507,5/18/2023,10
9c06-21f913935b8c,5/18/2023,10
a499-ac75dde42978,5/18/2023,10
829e-caf8682bca97,5/18/2023,10
88b3-91880a1d13e8,5/18/2023,10
833c-b30681dba6a0,5/18/2023,10
8485-843b8dea2d7e,5/18/2023,10
aa58-7ea69f3602fd,5/18/2023,10
bca6-aa33ade86344,5/18/2023,10
b991-3d2f2dcf9394,5/18/2023,10
ac3d-1f09f5d64598,5/18/2023,10
9c72-a4bd4301acf3,6/1/2023,1
981e-918bda5d7828,6/1/2023,400
b5e2-2c51bcfc3d53,5/18/2023,10
8c98-d5ddd705085a,5/18/2023,10
a2e4-b4a38858a844,5/18/2023,10
a055-50d065079b57,5/18/2023,10
a90c-ef40d5cdbc1e,6/1/2023,200
a380-90c4772d7ece,5/18/2023,20
a005-4f6d420eeaec,5/18/2023,10
9b25-c91a41fe6ed6,5/18/2023,10
bbe0-e75e86c2e2c8,5/18/2023,10
85c3-e7d0fb697d79,5/18/2023,10
ab9f-d4a775d0e8e3,5/18/2023,10
8305-58a564fc7798,5/18/2023,10
8343-4b5fba3b512d,5/18/2023,10
a532-df7add9de34c,5/18/2023,10
9d7b-e4afe85b8ca1,5/18/2023,10
8a16-64cc2745b649,5/18/2023,10
afb2-d16a5818e100,5/18/2023,10
8926-9c17546b4b8b,5/18/2023,10
84ab-7ef5d628973b,5/18/2023,10
ace5-abd482d68e79,5/18/2023,10
b261-5b5031e40e59,5/18/2023,10
94ee-d0d235684183,5/18/2023,10
a005-4f6d420eeaec,5/18/2023,10
9982-df9345b7be0e,5/18/2023,10
8266-f80413303047,5/18/2023,10
8369-569bc2459468,5/18/2023,10
80cd-9af1d98c8843,5/18/2023,50
8fa5-99905b8ffebe,5/18/2023,10
9fdb-a887e294ec8e,5/18/2023,10
bd22-415494db5d4c,5/18/2023,10
adb2-aad6f930923f,5/18/2023,10
ae1f-a5b7f8c32141,5/18/2023,10
b150-728497a92c36,5/18/2023,10
